id,imena,žanri,jeziki,št poglavij
325,A Villainess Is a Good Match for the Tyrant,"['Drama', 'Fantasy', 'Historical']",nedoločen,90
326,"A Villainess? No, A Heinous Young Lady","['Fantasy', 'Romance', 'School']",EN,7
327,"A Villainess? No, a Heinous Young Lady","['Adventure', 'Fantasy', 'Romance']",JA,35
328,A Warrior Exiled by the Hero and His Lover,"['Action', 'Adventure', 'Fantasy']",EN,18.5
329,A Whirlwind Campus Affair,"['Drama', 'Romance', 'Shoujo']",EN,60
330,A Whisker Away,"['Comedy', 'Drama', 'Romance']",EN,3
331,A White Mage Syrup-san,"['Comedy', 'Ecchi', 'Fantasy']",EN,44
332,"A white mage who was exiled after being handed a knife in an SSS rank dungeon. Due to the curse of Yggdrasil, he overcame his weak point, lack of magical power, and became the strongest in the world","['Action', 'Adventure', 'Comedy']",JA,6
333,"A white mage who was exiled after being handed a knife in an SSS rank dungeon. Due to the curse of Yggdrasil, he overcame his weak point, lack of magical power, and became the strongest in the world","['Action', 'Adventure', 'Fantasy']",EN,4
334,A White Rose in Bloom,"['Drama', 'Josei', 'Shoujo Ai']",EN,9
335,A Wicked Tale of Cinderella's Stepmom,"['Drama', 'Fantasy', 'Historical']",EN,40
336,A Witch's Life In A Six-Tatami Room,"['Fantasy', 'Shounen', 'Slice of Life']",EN,20
337,A Witch's Printing Office,"['Comedy', 'Fantasy']",EN,25.5
338,A World Ruled by Cats,"['Drama', 'Fantasy', 'Romance']",EN,80
339,A World Where Everything Definitely Becomes Bl Vs. The Man Who Definitely Doesn't Want To Be In A Bl,"['Comedy', 'Shounen Ai']",EN,35.5
340,A World Without My Sister Who Everyone Loved,"['Fantasy', 'Romance', 'Shoujo']",EN,2
341,A Young Hitman Between Heaven And Earth.,"['Action', 'Demons', 'Seinen']",EN,33
342,A Younger Brother Who Had Become Ridiculously Strong After Training as His Sister Told Him to Do,"['Adventure', 'Fantasy']",JA,19
343,A! Yasei No Ojou-sama Ga Tobidashite Kita!!,"['Adventure', 'Comedy']",JA,11
344,"A, Abe Reiji desu. Beyond the Average","['Comedy', 'Seinen']",JA,9
345,"A, Sore Pon desu!","['Comedy', 'School', 'Shounen']",JA,22
346,A-bout!,"['Action', 'Comedy', 'School']",nedoločen,0
347,A-bout!,"['Action', 'Comedy', 'School']",EN,165
348,A-Bout! Surf,"['Action', 'Comedy', 'Seinen']",JA,29
349,A-bout!!: Asagiri Daikatsuyaku-hen,"['Action', 'Comedy', 'School']",JA,27
350,"A-Kun (17) No Sensou - I, The Tycoon?","['Action', 'Adventure', 'Comedy']",EN,5
351,A-Rank Boukensha No Slow Life,"['Adventure', 'Fantasy', 'Magic']",EN,33
352,"A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu","['Action', 'Adventure', 'Fantasy']",EN,71
353,A. - Answer,"['Mystery', 'Romance', 'School']",JA,12.5
354,About my house is a magic power spot..,"['Ecchi', 'Fantasy', 'Magic']",EN,217
355,"About the case where my disciple has become the strongest mankind before I knew it, and I, a master with no talent, was mistakenly recognized as the strongest in the universe beyond that","['Action', 'Adventure', 'Comedy']",JA,14
356,About the Movement of the Earth,"['Drama', 'Historical', 'Psychological']",EN,62
357,Above All Gods,"['Action', 'Adventure', 'Fantasy']",EN,440
358,Above Ten Thousand People,"['Action', 'Adventure', 'Comedy']",EN,133
359,Above the Heavens,"['Action', 'Fantasy', 'Shounen']",EN,16
360,Abracadabra,"['Magic', 'Shoujo', 'Supernatural']",EN,1
361,Abs Knight,"['Comedy', 'Fantasy', 'Romance']",EN,131
362,Absolute Duo,"['Action', 'Ecchi', 'Fantasy']",EN,22
363,Absolute Martial Arts,"['Action', 'Adventure', 'Comedy']",EN,82
364,Absolute Monarch Syndrome,"['Ecchi', 'Romance', 'Seinen']",EN,14
365,Absolute Necromancer,"['Action', 'Adventure', 'Fantasy']",EN,21
366,Absolute Submission,['Action'],EN,4
367,Absolute Sword Sense,"['Action', 'Adventure', 'Fantasy']",EN,39
368,Absorb; Ability,"['Action', 'Josei', 'Sci-Fi']",EN,8
369,Abunai Shuugaku Ryoukou,['Yaoi'],EN,4.5
370,Abyss Calling,"['Action', 'Adventure', 'Comedy']",JA,8
371,Abyss Rage,"['Action', 'Drama', 'Martial Arts']",EN,92
372,Academy’s Undercover Professor,"['Action', 'Adventure', 'Comedy']",EN,53
373,ACCA: 13-Territory Inspection Department,"['Drama', 'Fantasy', 'Police']",EN,18
374,Accel World,"['Action', 'Romance', 'School']",EN,42
375,Accel World / Dural - Magisa Garden,"['Action', 'School', 'Sci-Fi']",EN,60
376,Accept My Fist Of Love,"['Comedy', 'Shoujo Ai', 'Slice of Life']",EN,20.5
377,Acception,['Drama'],EN,228
378,Access,"['Action', 'Comedy', 'Doujinshi']",EN,3
379,Accidentally Became a God,['Action'],EN,27
380,Accomplice,"['Drama', 'Romance', 'Shounen']",EN,8
381,Accomplishments of the Duke's Daughter,['Fantasy'],EN,63
382,According To The Hero Who Returned From Another World,"['Action', 'Fantasy']",JA,13
383,Ace of the Diamond,"['Comedy', 'School', 'Shounen']",EN,412
384,Acid Flower,['Yaoi'],EN,9.5
385,Acid Town,"['Action', 'Drama', 'Shounen Ai']",EN,38
386,Acma:Game,"['Action', 'Psychological', 'School']",EN,59
387,Acony,"['Drama', 'Fantasy', 'Seinen']",EN,23.5
388,Act Like You Love Me!,"['Comedy', 'Drama', 'Romance']",EN,113
389,Act-age,"['Comedy', 'Drama', 'Psychological']",JA,123
390,Action Auto Hunting With My Clones,['Action'],EN,28
391,Action Idols,"['Action', 'Comedy', 'Drama']",EN,25
392,Action Mask,"['Action', 'Comedy']",EN,22
393,"Actually, Am I the Strongest?","['Adventure', 'Fantasy']",EN,60
394,Acursian,['Supernatural'],EN,26
395,Ad Astra - Scipio and Hannibal,"['Action', 'Historical', 'Military']",EN,81
396,Ad Astra Per Aspera,"['Comedy', 'Mecha', 'Sci-Fi']",EN,7
397,Adabana,"['Action', 'Adventure', 'Fantasy']",EN,1
398,Adachi and Shimamura,"['School', 'Shoujo Ai', 'Slice of Life']",nedoločen,0
399,Adachi and Shimamura,"['School', 'Shoujo Ai', 'Slice of Life']",EN,30
400,Adachi Night Club,"['Josei', 'Romance']",JA,10
401,Adam and Eve,"['Action', 'Drama', 'Seinen']",EN,15
402,Adam in Puberty,"['Action', 'Comedy', 'Ecchi']",EN,31
403,Adamas Witches,"['Comedy', 'Ecchi', 'Harem']",EN,58
404,Adarushan No Hanayome,"['Drama', 'Fantasy', 'Historical']",EN,8.5
405,Adashi Mono,"['Action', 'School', 'Shounen']",JA,15
406,Adashino-San Wa Sude Ni Shinderu,"['Comedy', 'Slice of Life', 'Supernatural']",EN,26
407,Addolorato,"['Comedy', 'Fantasy', 'Shoujo']",EN,1
408,Adekan,"['Action', 'Historical', 'Shoujo']",EN,34
409,Adele To Darius,"['Historical', 'Romance', 'Shoujo']",EN,1
410,Adeline's Deep Night,"['Fantasy', 'Josei', 'Romance']",EN,35
411,Admonition from an Elder Brother,"['Action', 'Romance', 'Shounen Ai']",EN,7.5
412,Adolte And Adarte,"['Drama', 'Historical', 'Seinen']",EN,1
413,Adonis Next Door,"['Comedy', 'Romance', 'Slice of Life']",EN,70
414,Adou,"['Action', 'Drama', 'Sci-Fi']",JA,12
415,Adultery Diner,"['Comedy', 'Ecchi', 'Seinen']",EN,141
416,Adults’ Picture Book Revised Edition,"['Drama', 'Seinen', 'Slice of Life']",JA,11
417,"Advanced Notice Criminal, Previously Noted Crimes","['Mystery', 'Police', 'Seinen']",EN,22
418,Advent of Snow White to Hell,['Comedy'],EN,22
419,Adventura,"['Adventure', 'Fantasy', 'School']",EN,16
420,Adventure Boys,['Slice of Life'],EN,7
421,Adventurer's Guild Universal Advisor,"['Action', 'Adventure', 'Ecchi']",JA,15
422,Adventures of God,['Comedy'],EN,667
423,Aegis in the Dawn,"['Action', 'Mystery', 'Seinen']",JA,48
424,Aekanaru,"['Drama', 'Romance', 'Slice of Life']",EN,36
425,Aerial Magic,['Fantasy'],EN,52.5
426,Aflame Inferno,"['Action', 'Adventure', 'Demons']",EN,50
427,Afo Guard,"['Comedy', 'Romance', 'School']",EN,50
428,Afro Samurai,['Samurai'],EN,10
429,After a Storm,['Yaoi'],EN,6
430,"After being deported from the country, I became the 4th enchanter in the world!","['Adventure', 'Fantasy']",JA,33
431,"After Being Kicked Out of Adventurers' Party for Being So Called Useless, I Developed a Skill Called ""Weakness Spotting""","['Action', 'Comedy', 'Fantasy']",EN,6
432,"After Being Reborn, I Became The Strongest To Save Everyone","['Action', 'Adventure', 'Drama']",EN,63
433,After Friend,"['Comedy', 'Romance', 'Shoujo']",EN,0
434,After God,"['Action', 'Drama', 'Psychological']",EN,39
435,After Hours,"['Romance', 'Seinen', 'Shoujo Ai']",EN,17.5
436,"After Reuniting with my Childhood Friend, It Turned Out Both of Us had Become Tiddy Monsters","['Comedy', 'Romance', 'Shounen']",EN,39
437,After School Bitchcraft,"['Ecchi', 'School', 'Seinen']",EN,14.5
438,"After School Labyrinth Adventurer ~I'm Now Able to Go Back and Forth Between Japan and Another World, and I'll Work Hard to Level Up~","['Action', 'Adventure', 'Comedy']",EN,8
439,After School Lessons for Unripe Apples,"['Comedy', 'Drama', 'Romance']",EN,95
440,After School Love Affairs,"['School', 'Seinen', 'Yuri']",EN,12
441,After School Mate,"['Drama', 'Shounen', 'Shounen Ai']",EN,10
442,After School Re-Reincarnation!,"['Fantasy', 'Slice of Life']",EN,6
443,After School Secret Club,"['Comedy', 'School', 'Shounen']",EN,7
444,After School! Iruma-kun,"['Comedy', 'Demons', 'Fantasy']",EN,306
445,After School! Iruma-kun,"['Comedy', 'Fantasy', 'School']",EN,23
446,"After Signing In For 30 Days, I Can Annihilate Stars","['Action', 'Adventure']",EN,79
447,"After Ten Years of Chopping Wood, Immortals Begged To Become My Disciples",['nedoločen'],EN,18
448,After the Adventure Is Cursed,"['Comedy', 'Fantasy', 'Romance']",JA,14
449,After The Child Sleeps,"['Romance', 'Shounen Ai', 'Slice of Life']",EN,0
450,After the Five Minutes,"['Action', 'Horror', 'Shounen']",EN,66
451,After the Rain,"['Romance', 'Seinen']",EN,82
452,"After tormenting the Devil, I did not want to stand out, so I became a guild master","['Adventure', 'Ecchi', 'Fantasy']",JA,43
453,After Turning off a Light,['Yaoi'],EN,6
454,After War Gundam X Re:Master Edition,"['Action', 'Adventure', 'Comedy']",EN,10
455,After War Gundam X: Under the Moonlight,"['Action', 'Mecha', 'Sci-Fi']",EN,22
456,After-School At The Coffee Shop,['Romance'],EN,47
457,After-School Hanako-kun,"['Comedy', 'Parody', 'School']",EN,15
458,Afterschool Embankment Journal,"['Comedy', 'School', 'Seinen']",EN,48
459,Afterwords,"['Horror', 'Mystery']",EN,24
460,Afumi no Umi: Minamo ga Yureru Toki,"['Action', 'Drama', 'Fantasy']",nedoločen,0
461,Afuresou na Pool,"['School', 'Yaoi']",EN,33.5
462,Again My Life,"['Action', 'Drama', 'Supernatural']",EN,141
463,Again!!,"['Comedy', 'Romance', 'School']",EN,136
464,Against The Gods,"['Action', 'Adventure', 'Ecchi']",EN,590
465,Agatha,"['Drama', 'Historical', 'Josei']",EN,3
466,Age Matters,['Romance'],EN,154
467,Age Matters,"['Comedy', 'Romance']",EN,145
468,Age of Adventure,"['Adventure', 'Historical', 'Shounen']",EN,5
469,Age of Terror,['Action'],EN,44
470,Ageha 100%,"['Comedy', 'Romance', 'School']",EN,22
471,Agharta,"['Action', 'Drama', 'Sci-Fi']",EN,104
472,Agnes Kamen,"['Action', 'Seinen', 'Sports']",EN,86
473,Agravity Boys,"['Comedy', 'Sci-Fi', 'Shounen']",EN,51.2
474,Ah! My Job-Hunting Goddess,"['Comedy', 'Parody', 'Seinen']",JA,34
475,"Ah, My Next Job Is to Exterminate Monsters","['Action', 'Fantasy', 'Supernatural']",EN,2
476,Aharen Is Indecipherable,"['Comedy', 'School', 'Shounen']",EN,167
477,Ahiru's Sky,"['Drama', 'School', 'Shounen']",EN,245
478,Aho-Girl: Clueless Girl,"['Comedy', 'School', 'Shounen']",EN,130.5
479,Ai (Sendou Masumi),"['Drama', 'Ecchi', 'Romance']",EN,133
480,Ai Container,['Shoujo'],EN,0
481,Ai Deathgun,"['Drama', 'Shoujo', 'Supernatural']",EN,5.5
482,Ai ga Aru kara,"['Romance', 'Slice of Life', 'Yaoi']",EN,8
483,Ai ga Kami wo Korosu Toki,['Yaoi'],EN,3
484,Ai ga Love shite You Nano sa,"['Comedy', 'School', 'Shounen Ai']",EN,5.5
485,Ai ga Matteru,['Yaoi'],EN,5
486,Ai Hime: Ai to Himegoto,"['Drama', 'Romance', 'Shoujo']",EN,13.5
487,Ai Ni Yuku,"['Shounen Ai', 'Supernatural']",EN,2
488,Ai no Binzoko,['Yaoi'],EN,5.5
489,Ai no DNA,['Yaoi'],EN,6
490,Ai no Gebokutachi,"['Comedy', 'Yaoi']",EN,5
491,Ai no Joou: Butai Joyuu Satsujin Jiken,"['Drama', 'Mystery', 'Romance']",EN,4
492,Ai no Konseki,['Yaoi'],EN,6.5
493,Ai no Kotoba mo Shiranaide,"['Comedy', 'School', 'Yaoi']",EN,6.5
494,Ai Ore! Love Me!,"['Comedy', 'Drama', 'Gender Bender']",EN,23
495,Ai Ore! Love Me!,"['Comedy', 'Drama', 'Gender Bender']",EN,29
496,Ai to Kairaku no Jouken,['Yaoi'],EN,3
497,Ai to Yokubou wa Gakuen de,"['Drama', 'Romance', 'Yaoi']",EN,42
498,Ai Wa Noroi No Nihon Ningyou,"['Ecchi', 'Shounen', 'Supernatural']",EN,6
499,Ai wa Sekai wo Sukuu no ka!?,"['Comedy', 'Romance', 'Yaoi']",EN,6
500,Ai wo Choudai!,"['Comedy', 'Harem', 'Josei']",EN,16
501,Ai wo Kou Kemono,['Yaoi'],EN,7
502,Ai yori Aoshi,"['Comedy', 'Drama', 'Ecchi']",EN,140.5
503,Ai-Ren,"['Drama', 'Ecchi', 'Romance']",EN,43
504,Aibou wa Slime!? ~ Saikyou no Aibou wo Eta Boku ga Saikyou no Mahou wo Tsukatte Nariagaru ~ Raw  Facebook  Twitter,['Fantasy'],JA,14
505,Aibu De Jirashite,"['Josei', 'Romance']",EN,5.5
506,Aidin,"['Action', 'Drama', 'Josei']",EN,35
507,Aido,"['Drama', 'Seinen', 'Yuri']",EN,7.5
508,Aigan Shounen,"['Drama', 'Yaoi']",EN,5.5
509,Aiiro Shinwa,"['Drama', 'Romance', 'Shoujo']",EN,4
510,Aijin,['Yaoi'],EN,5.5
511,Aikagi-Kun To Shiawase Gohan,"['Comedy', 'Romance', 'Slice of Life']",EN,21
512,Aiki,"['Action', 'Harem', 'Martial Arts']",nedoločen,0
513,Aiki-S,"['Action', 'Adventure', 'Comedy']",EN,61
514,Aikotoba wa Hallelujah,['Yaoi'],EN,4.5
515,Aim for the Ace!,"['Drama', 'Romance', 'School']",EN,26
516,Aimane - How to Manage a Devil Girl,"['Comedy', 'Ecchi', 'Romance']",EN,13
517,"Aiming for the Deepest Part of the Labyrinth Thanks to ""The Vessel of Talent"": What Was Supposed to Be a Normal Progression of Skills Turned Out to Be an All-Purpose Cheat!","['Adventure', 'Fantasy']",EN,1
518,Aiming to Be an Orc Gentleman,"['Ecchi', 'Fantasy', 'Harem']",JA,2
519,Aioimusubi,"['Slice of Life', 'Yaoi']",EN,10.5
520,AiON,"['Demons', 'Fantasy', 'Mystery']",EN,44
521,Air Gear,"['Action', 'Comedy', 'Drama']",EN,357
522,Air Koi,"['Drama', 'Romance', 'School']",EN,5
523,Air Master,"['Action', 'Comedy', 'Martial Arts']",JA,221.2
524,Aire,"['Action', 'Adventure', 'Demons']",EN,57
525,Airin Dream,"['Action', 'Comedy', 'Drama']",EN,5
526,Airuika,"['Drama', 'Romance', 'Shoujo']",EN,0
527,Aisanai Otoko,['Yaoi'],EN,5
528,Aisanai to Iwaremashite mo,['Romance'],JA,4
529,Aisare Ouji No Isekai Honobono Seikatsu,"['Adventure', 'Comedy', 'Fantasy']",JA,13
530,Aisareru Hito e Tsugu,"['Drama', 'Shounen Ai', 'Yaoi']",EN,7
531,Aishitagari No Maison,"['Comedy', 'Romance', 'Shoujo']",EN,36
532,Aishite Baby,"['School', 'Yaoi']",EN,6.5
533,"Aishite Kudasai, Sensei","['Romance', 'Shoujo']",EN,2
534,Aishiteru Tte Itte Mo Ii Yo,"['Drama', 'Josei', 'Romance']",EN,9
535,"Aishiteru tte Iwanakya, Shinu.","['Harem', 'Horror', 'Mystery']",JA,9
536,Aishiteruze Baby,"['Comedy', 'Drama', 'Romance']",EN,33
537,Aishuu,"['Drama', 'Yaoi']",EN,7.5
538,Aishuu no Kanon,"['Drama', 'Historical', 'Yaoi']",EN,3
539,Aisopos,"['Adventure', 'Drama', 'Fantasy']",EN,130
540,Aisubeki Dokusaisha,"['Comedy', 'School', 'Yaoi']",EN,5
541,Aisubeki Fujitsu,['Yaoi'],EN,5
542,Aisuru Hito,"['Comedy', 'Drama', 'Josei']",EN,20
543,Aitsu no Heart ni Hi wo Tsukero!,['Yaoi'],EN,4
544,Aiura,"['Comedy', 'School', 'Slice of Life']",EN,45
545,Aiyoku no Canon,['Yaoi'],EN,0
546,Aiyoku No Eustia,"['Action', 'Horror', 'Romance']",EN,15
547,Aizawa-san Multiplies,"['Comedy', 'Harem', 'Romance']",EN,38
548,Ajin: Demi-Human,"['Action', 'Horror', 'Mystery']",EN,83
549,Aka No Haikyo,"['Drama', 'Horror', 'Romance']",EN,7
550,Aka no Washupiel,"['Historical', 'Shounen Ai']",EN,0
551,Akabane Honeko no Bodyguard,"['Action', 'Comedy', 'Romance']",JA,39
552,Akaboshi - Ibun Suikoden,"['Action', 'Adventure', 'Comedy']",EN,24
553,Akage no Toa to Tsume no Kishidan,"['Drama', 'Fantasy', 'Harem']",JA,2
554,Akagi,"['Action', 'Drama', 'Game']",EN,301
555,Akahime Ranshin,['Shoujo'],EN,0
556,Akai Hana,"['Drama', 'Historical', 'Supernatural']",EN,0
557,Akai Houseki No Himitsu,"['Josei', 'Romance']",EN,0
558,Akai Kami No Marure Ina,"['Comedy', 'Romance', 'Shoujo']",EN,0
559,Akai Kami Wa Yuuwaku No Shirushi,"['Drama', 'Josei', 'Mystery']",EN,5
560,Akai Koi,"['Slice of Life', 'Yaoi']",EN,16
561,Akai Me wo Shita Shounen wa,['Yaoi'],EN,7
562,Akai Mi Hajiketa,"['Romance', 'Seinen']",EN,13.5
563,Akai Michi,"['Romance', 'Shoujo', 'Slice of Life']",EN,0
564,Akai Ringo,['Drama'],EN,43
565,Akai Sato No Tengu,"['Fantasy', 'Mystery', 'Supernatural']",EN,0
566,Akaku Saku Koe,"['Drama', 'Romance', 'Shoujo']",EN,12
567,Akame ga Kill!,"['Action', 'Drama', 'Fantasy']",EN,78
568,Akame ga Kill! 1.5,"['Action', 'Drama', 'Fantasy']",EN,4
569,Akame ga Kill! Zero,"['Action', 'Drama', 'Fantasy']",EN,60
570,Akane-banashi,"['Adventure', 'Comedy']",EN,69
571,Akane-chan Overdrive,"['Comedy', 'Ecchi', 'Gender Bender']",EN,10
572,Akaneiro Ni Somaru Saka,"['Comedy', 'Drama', 'Harem']",EN,11
573,Akaneiro Show Time,"['Romance', 'School', 'Shoujo']",EN,4
574,Akaneshinchi Hanaya Sange,"['Drama', 'Psychological', 'Yaoi']",EN,4
575,Akanuke Ichiban!,"['Comedy', 'Shoujo']",JA,74.5
576,Akari of the Forest Bookshop,"['Drama', 'Josei', 'Romance']",JA,61
577,Akarui Sekai Keikaku,"['Comedy', 'Harem', 'Romance']",EN,23
578,Akasenu Shoutai Saikyou no Ito Tsukai wa Fukushuu no Shinigami ni Naru,['Fantasy'],JA,12
579,Akashic Records of the Bastard Magical Instructor,"['Action', 'Fantasy', 'Magic']",EN,72
580,Akatoki No Yami,"['Fantasy', 'Historical', 'Shoujo']",EN,3
581,Akatsuki,"['Action', 'Adventure', 'Fantasy']",EN,7
582,Akatsuki Ni Tatsu Lion,"['Adventure', 'Drama', 'Fantasy']",EN,2
583,Akatsuki no Kabanegari,"['Shounen', 'Supernatural', 'Vampire']",JA,12
584,Akatsuki no Miko,"['Romance', 'Shoujo']",EN,0
585,Akazukin Chacha N,"['Comedy', 'Fantasy', 'Shoujo']",JA,53.5
586,Akazukin Eliza,"['Adventure', 'Comedy', 'Ecchi']",EN,0
587,Akazukin ni Taberareokami,"['Comedy', 'Fantasy', 'Romance']",JA,24.5
588,Akkun To Kanojo,"['Comedy', 'Josei', 'Romance']",EN,58.5
589,Aku No Higan - Beyond Evil,"['Drama', 'Horror', 'Psychological']",nedoločen,0
590,Akudama,"['Drama', 'Shounen Ai', 'Yaoi']",EN,5.5
591,Akuma De Junai,['Shoujo'],EN,11
592,Akuma de Keiyaku,['Yaoi'],EN,6.5
593,Akuma De Koibito,"['Romance', 'School', 'Shoujo']",EN,3
594,Akuma Ga Hallelujah,"['Romance', 'School', 'Shoujo']",EN,4
595,Akuma Jiten,"['Comedy', 'Harem', 'Romance']",EN,35.5
596,Akuma Na Eros,"['Drama', 'Fantasy', 'Mystery']",EN,17
597,Akuma ni Dakareru,['Yaoi'],EN,6
598,Akuma No Ichigo,"['Drama', 'Romance', 'Shoujo']",EN,5
599,Akuma No Ikenie,"['Comedy', 'Ecchi', 'Fantasy']",JA,17
600,Akuma No Mama,"['Comedy', 'Slice of Life', 'Supernatural']",EN,19
601,Akuma No Puzzle,"['Fantasy', 'Romance', 'Shoujo']",EN,4
602,Akuma no Riddle,"['Action', 'School', 'Shoujo Ai']",EN,47
603,Akuma no Susume,"['Comedy', 'Seinen', 'Supernatural']",JA,6
604,Akuma To Duet,"['Fantasy', 'Romance', 'Shoujo']",EN,4.5
605,Akuma to Love Song Encore,"['Drama', 'Romance', 'School']",EN,1
606,Akuma To Tsuki No Yoru,"['Demons', 'Romance', 'Shoujo']",EN,0
607,Akumeitakai Ryoushu ni Totsugu Koto ni Narimashita ga Mainichi Shiawase desu,"['Fantasy', 'Romance']",JA,2
608,Akumetsu,"['Action', 'Drama', 'Police']",EN,162
609,Akumu kara Mezameta Gouman Reijou wa Yarinaoshi wo Mosakuchuu,"['Comedy', 'School', 'Slice of Life']",JA,23
610,Akumu No Elevator,"['Mystery', 'Psychological', 'Seinen']",EN,0
611,Akutou Danshi Collection,"['Comedy', 'Romance', 'School']",EN,3.2
612,"Akutou Ikka no Mana Musume, Tensei Saki mo Otome Game no Gokudou Reijou deshita. Saijoukyuu Rank no Akuyaku-sama, Sono Dekiai wa Fuyou desu!","['Comedy', 'Fantasy', 'Romance']",EN,7
613,Akuyaku Kusa Reijou-sama To Oyobi!,"['Comedy', 'Fantasy']",JA,7
614,Akuyaku no Goreisoku no Dounika shitai Nichijou,"['Comedy', 'Fantasy', 'Josei']",JA,14
